,Name,Qualification,Years_Of_Experience,Speciality_of_doctor,Location,dp_score,npv,consultation_fee
616,Dr. Revanth BN,"MBBS, MD - Dermatology , Venereology & Leprosy",14 Years Experience Overall  (6 years as specialist),Dermatologist,"Jayanagar 3 Block, Bangalore",100% ,(40 votes),₹500
617,Dr. Vinay Singh,"MBBS, MD - Dermatology",27 Years Experience Overall  (23 years as specialist),Dermatologist,"Pitampura, Delhi",92% ,(701 votes),₹1400
618,Dr. Karuna Soni,"MBBS, Diploma in Dermatology",16 Years Experience Overall  (11 years as specialist),Dermatologist,"Baner, Pune",98% ,(1204 votes),₹600
619,Dr. Sneha Gupta Palvia,"MBBS, MD - Dermatology , Venereology & Leprosy",12 Years Experience Overall  (8 years as specialist),Dermatologist,"Grant Road, Mumbai",100% ,(14 votes),0
620,Dr. Yogeshree Kanase,"MD - Dermatology , Venereology & Leprosy, MBBS",12 Years Experience Overall  (7 years as specialist),Dermatologist,"Pimple Saudagar, Pune",96% ,(105 votes),₹600
621,Dr. Shiny T.N,"MD - Dermatology , Venereology & Leprosy, MBBS",13 Years Experience Overall  (6 years as specialist),Dermatologist,"Jayanagar, Bangalore",92% ,(142 votes),₹750
622,Dr. Tapesh Sharma,"MBBS, Diploma in Dermatology",24 Years Experience Overall  (20 years as specialist),Dermatologist,"Dwarka, Delhi",97% ,(2956 votes),₹1500
623,Dr. Rajkumar Kannan,"MBBS, DDVL, MD - Dermatology , Venereology & Leprosy",16 Years Experience Overall,Dermatologist,"Adyar, Chennai",100% ,(33 votes),₹500
624,Dr. Vijay Nagdev,"MBBS, DVD",12 Years Experience Overall  (6 years as specialist),Dermatologist,"Pimpri-Chinchwad, Pune",93% ,(1606 votes),₹600
625,Dr. Tanvi Gupta Arora,"MD - Dermatology , Venereology & Leprosy, MBBS",11 Years Experience Overall  (7 years as specialist),Dermatologist,"Pusa Road, Delhi",0,0,₹1000
626,Dr. Shoba S M,"MBBS, DDVL",9 Years Experience Overall  (8 years as specialist),Dermatologist,"Seshadripuram, Bangalore",0,0,₹740
