,Name,Qualification,Years_Of_Experience,Speciality_of_doctor,Location,dp_score,npv,consultation_fee
185,Dr. Kapil Garella,BDS,26 Years Experience Overall,Dentist,"Paschim Vihar, Delhi",100% ,(339 votes),₹400
186,Dr. Nidhi Bansal,BDS,18 Years Experience Overall,Dentist,"Pitampura, Delhi",98% ,(196 votes),₹200
187,Dr. Visakan Jagadeesan,"BDS, MDS - Oral & Maxillofacial Surgery",19 Years Experience Overall  (14 years as specialist),Dentist,"Manapakkam, Chennai",91% ,(11 votes),₹800
188,Dr. P.Urmila,"BDS, MDS - Conservative Dentistry & Endodontics",10 Years Experience Overall,Dentist,"Nungambakkam, Chennai",0,0,₹500
189,Dr. Shruti Shah,BDS,15 Years Experience Overall,Dentist,"Dadar East, Mumbai",100% ,(33 votes),₹500
190,Dr. Reeja Y,"BDS, MDS - Conservative Dentistry & Endodontics",17 Years Experience Overall,Dentist,"Kolathur, Chennai",100% ,(22 votes),₹200
191,Dr. Nida Rangila,BDS,3 Years Experience Overall,Dentist,"Bandra West, Mumbai",100% ,(28 votes),₹500
192,Dr. Mansi Arora,"MDS - Prosthodontist And Crown Bridge, BDS",17 Years Experience Overall,Dentist,"Paschim Vihar, Delhi",99% ,(297 votes),₹500
193,Dr. T. Ramakrishna,"BDS, MDS - Oral & Maxillofacial Surgery",24 Years Experience Overall,Dentist,"JP Nagar 5 Phase, Bangalore",95% ,(684 votes),₹500
194,Dr. Sagar Patil,"BDS, MDS - Orthodontics and Dentofacial Orthopaedics",11 Years Experience Overall  (8 years as specialist),Dentist,"Wakad, Pune",98% ,(226 votes),₹250
195,Dr. Nitin Chakravarthy,BDS,7 Years Experience Overall,Dentist,"Anna Nagar West, Chennai",100% ,(65 votes),₹300
196,Dr. Ruchi Gupta,BDS,15 Years Experience Overall,Dentist,"Pitampura, Delhi",97% ,(140 votes),₹300
197,Dr. Ashish Bandewar,BDS,21 Years Experience Overall,Dentist,"Pimple Saudagar, Pune",99% ,(392 votes),₹500
198,Dr. Sheetal Kochhar,"BDS, MDS - Conservative Dentistry & Endodontics",25 Years Experience Overall,Dentist,"Panchsheel Park, Delhi",0,0,₹1000
199,Dr. Nikita Patel,BDS,4 Years Experience Overall,Dentist,"Andheri East, Mumbai",0,0,₹300
200,Dr. T Chandan,"BDS, PhD - Orthodontics & Dentofacial Orthopaedics",26 Years Experience Overall  (24 years as specialist),Dentist,"Saket, Delhi",96% ,(277 votes),₹800
201,Dr. Smitha Shetty,"BDS, MDS - Orthodontics",19 Years Experience Overall,Dentist,"Vijayanagar, Bangalore",100% ,(108 votes),₹300
202,Dr. Sarasa Kavitha.D,"BDS, MDS - Pedodontics",18 Years Experience Overall  (17 years as specialist),Dentist,"Vadapalani, Chennai",98% ,(43 votes),₹500
203,Dr. Pallavi,"BDS, MDS - Periodontics",23 Years Experience Overall  (9 years as specialist),Dentist,"Punjagutta, Hyderabad",100% ,(13 votes),₹500
204,Dr. Parag M. Khatri,"MDS - Periodontics, BDS",29 Years Experience Overall  (26 years as specialist),Dentist,"Andheri East, Mumbai",99% ,(1185 votes),₹500
205,Dr. Deepika Yadav,BDS,15 Years Experience Overall,Dentist,"Adyar, Chennai",96% ,(45 votes),₹700
206,Dr. Preetham Jain,"BDS, MDS - Conservative Dentistry & Endodontics",9 Years Experience Overall,Dentist,"Anna Nagar, Chennai",0,0,₹500
207,Dr. Sheena Roberts,BDS,11 Years Experience Overall,Dentist,"Koramangala, Bangalore",0,0,₹500
208,Dr. Devang Shah,"BDS, MDS - Paedodontics And Preventive Dentistry",12 Years Experience Overall  (8 years as specialist),Dentist,"Kandivali West, Mumbai",98% ,(60 votes),₹300
209,Dr. Isha Suri,"MDS - Periodontics, BDS",11 Years Experience Overall  (7 years as specialist),Dentist,"Indiranagar, Bangalore",0,0,₹300
210,Dr. Nikhar Ravinder,"BDS, MDS - Orthodontics and Dentofacial Orthopaedics",20 Years Experience Overall  (17 years as specialist),Dentist,"Whitefield, Bangalore",99% ,(1138 votes),₹600
211,Dr. Ramya,"BDS, MDS - Prosthodontics",22 Years Experience Overall,Dentist,"Indiranagar, Bangalore",94% ,(2699 votes),₹400
212,Dr. Aishwarya,BDS,8 Years Experience Overall,Dentist,"Perambur, Chennai",0,0,₹300
213,Dr. Rajkumar,"BDS, MDS - Paedodontics And Preventive Dentistry",17 Years Experience Overall,Dentist,"AS Rao Nagar, Hyderabad",96% ,(27 votes),₹400
214,Dr. Mareeswari,BDS,14 Years Experience Overall,Dentist,"Pallikaranai, Chennai",99% ,(175 votes),₹250
215,Dr. Namrata B Shetty,BDS,6 Years Experience Overall,Dentist,"Baner Road, Pune",99% ,(69 votes),₹500
216,Dr. Keerthi R,"BDS, MDS - Prosthodontist And Crown Bridge",17 Years Experience Overall  (16 years as specialist),Dentist,"Vijayanagar, Bangalore",100% ,(44 votes),₹300
217,Dr. Vinay Ashok Kumar,BDS,4 Years Experience Overall,Dentist,"Jayanagar, Bangalore",100% ,(13 votes),₹300
218,Dr. Karthikeyan S,"BDS, MDS - Oral & Maxillofacial Surgery",21 Years Experience Overall,Dentist,"Teynampet, Chennai",0,0,₹1000
219,Dr. Sameer Bhandari,BDS,26 Years Experience Overall,Dentist,"Mukund Nagar, Pune",98% ,(1094 votes),₹200
220,Dr. P.Uma Devi,BDS,17 Years Experience Overall,Dentist,"Valasaravakkam, Chennai",99% ,(102 votes),₹200
221,Dr. Priyanka Bansal,"MDS - Prosthodontics, BDS, Certificate in Dental Implantology",13 Years Experience Overall,Dentist,"Wakad, Pune",99% ,(140 votes),₹400
222,Dr. Dr.Deepa Dhariwal,BDS,20 Years Experience Overall  (19 years as specialist),Dentist,"MRC Nagar, Chennai",85% ,(13 votes),₹500
223,Dr. Mohit Bodhwani,"BDS, MDS",12 Years Experience Overall,Dentist,"Khar West, Mumbai",95% ,(66 votes),₹500
224,Dr. Samprita Sahoo,"BDS, MDS - Orthodontics and Dentofacial Orthopaedics",14 Years Experience Overall  (10 years as specialist),Dentist,"Kundalahalli, Bangalore",0,0,₹500
225,Dr. Roli Singh,BDS,12 Years Experience Overall,Dentist,"Akshaya nagar, Bangalore",100% ,(112 votes),₹350
226,Dr. Yash Anand,"MDS - Orthodontics, BDS",13 Years Experience Overall  (9 years as specialist),Dentist,"Vikas Puri, Delhi",97% ,(99 votes),₹300
227,Dr. Sharanya Shaker,BDS,7 Years Experience Overall,Dentist,"JP Nagar, Bangalore",0,0,₹500
228,Dr. Anushka,BDS,4 Years Experience Overall,Dentist,"Bandra West, Mumbai",0,0,₹200
229,Dr. Rupali Gakhare,"MDS - Paedodontics And Preventive Dentistry, BDS",11 Years Experience Overall,Dentist,"Bavdhan, Pune",100% ,(17 votes),₹300
230,Dr. Pinky Kukreja,BDS,22 Years Experience Overall  (20 years as specialist),Dentist,"Wakad, Pune",95% ,(385 votes),₹500
231,Dr. Monica Rao,BDS,12 Years Experience Overall,Dentist,"Jayanagar, Bangalore",98% ,(80 votes),₹200
232,Dr. Udhayaraja,"BDS, MDS - Orthodontics",42 Years Experience Overall  (38 years as specialist),Dentist,"T Nagar, Chennai",99% ,(801 votes),₹500
233,Dr. Veeraragavan,"BDS, MDS - Oral & Maxillofacial Surgery and Oral Implantology",7 Years Experience Overall,Dentist,"Selaiyur, Chennai",100% ,(14 votes),₹150
234,Dr. Senthil Moorthy,MDS - Oral & Maxillofacial Surgery,13 Years Experience Overall  (12 years as specialist),Dentist,"Velachery, Chennai",97% ,(101 votes),₹500
235,Dr. Mahima Yadav,BDS,6 Years Experience Overall,Dentist,"Dwarka Sector 11, Delhi",99% ,(87 votes),₹500
236,Dr. Kashish Sachdev,"BDS, MDS - Periodontics",7 Years Experience Overall,Dentist,"Bandra West, Mumbai",0,0,₹300
237,Dr. Ajay Thaker,BDS,26 Years Experience Overall,Dentist,"Mulund West, Mumbai",99% ,(1249 votes),₹300
238,Dr. Shruti Jain,BDS,19 Years Experience Overall  (17 years as specialist),Dentist,"Kemps Corner, Mumbai",97% ,(31 votes),₹500
239,Dr. Harinath,"BDS, MDS - Periodontics",22 Years Experience Overall  (19 years as specialist),Dentist,"Virugambakkam, Chennai",98% ,(346 votes),₹250
240,Dr. Pavan Tambakad,"BDS, MDS - Paedodontics And Preventive Dentistry",25 Years Experience Overall,Dentist,"Koramangala, Bangalore",93% ,(241 votes),₹400
241,Dr. Sharanya Sabrish,"BDS, MDS - Orthodontics",16 Years Experience Overall  (11 years as specialist),Dentist,"Indiranagar, Bangalore",99% ,(118 votes),₹400
242,Dr. Bharat Reddy,"BDS, Fellowship in Oral implantlogy",24 Years Experience Overall,Dentist,"Moti Nagar, Hyderabad",98% ,(1408 votes),₹250
243,Dr. Rashmi Dhanashetti,"BDS, MDS - Orthodontics and Dentofacial Orthopaedics",12 Years Experience Overall  (6 years as specialist),Dentist,"Sinhagad Road, Pune",0,0,₹300
244,Dr. Simran Kataria,"BDS, MDS - Paedodontics And Preventive Dentistry",16 Years Experience Overall,Dentist,"Saket, Delhi",98% ,(227 votes),₹300
245,Dr. Varad Prashant Pathak,"BDS, MDS - Prosthodontist And Crown Bridge",8 Years Experience Overall,Dentist,"Ravet, Pune",0,0,₹200
246,Dr. Judith Christina,BDS,3 Years Experience Overall,Dentist,"HRBR Layout, Bangalore",0,0,₹500
247,Dr. V B Krishna Kumar Raja,"BDS, MDS - Oral & Maxillofacial Surgery",36 Years Experience Overall,Dentist,"Adyar, Chennai",96% ,(143 votes),₹700
248,Dr. Soundaram,BDS,15 Years Experience Overall,Dentist,"Vadapalani, Chennai",100% ,(98 votes),₹200
249,Dr. Prashant Bhangale,BDS,23 Years Experience Overall,Dentist,"Kothrud, Pune",99% ,(115 votes),₹200
250,Dr. Gauri J Bhandari,BDS,14 Years Experience Overall,Dentist,"Viman Nagar, Pune",100% ,(53 votes),₹300
251,Dr. Smita Choudhari,"BDS, MDS - Orthodontics and Dentofacial Orthopaedics",22 Years Experience Overall,Dentist,"Keshav Nagar, Pune",0,0,₹400
252,Dr. Sruthi,BDS,13 Years Experience Overall,Dentist,"Thoraipakkam, Chennai",100% ,(119 votes),₹200
253,Dr. Amrita,BDS,16 Years Experience Overall,Dentist,"Kasturi nagar, Bangalore",96% ,(189 votes),₹500
254,Dr. Sumanth Shetty,"BDS, MDS - Paedodontics And Preventive Dentistry",23 Years Experience Overall,Dentist,"Koramangala, Bangalore",97% ,(4160 votes),₹300
255,Dr. Nageswar Rao Kanamaneni,BDS,18 Years Experience Overall,Dentist,"Kukatpally, Hyderabad",100% ,(281 votes),₹500
256,Dr. Priyanka Ambadkar,"MDS - Prosthodontist And Crown Bridge, BDS",12 Years Experience Overall,Dentist,"Shivajinagar, Pune",100% ,(77 votes),₹300
257,Dr. Deepthi. R,"BDS, MDS - Periodontics",6 Years Experience Overall  (5 years as specialist),Dentist,"HSR Layout, Bangalore",0,0,₹500
258,Dr. N.Mani Sundar,"BDS, MDS - Periodontics",15 Years Experience Overall  (11 years as specialist),Dentist,"Kilkattalai, Chennai",0,0,₹200
259,Dr. Rakesh Dorai,BDS,15 Years Experience Overall,Dentist,"Thiruvanmiyur, Chennai",98% ,(324 votes),₹300
260,Dr. Chethana,"BDS, MDS - Oral & Maxillofacial Surgery",25 Years Experience Overall  (23 years as specialist),Dentist,"Harlur, Bangalore",0,0,₹700
261,Dr. Poonam Yadav,BDS,9 Years Experience Overall,Dentist,"Dwarka, Delhi",100% ,(377 votes),₹400
262,Dr. Ramani,BDS,7 Years Experience Overall,Dentist,"Thoraipakkam, Chennai",100% ,(39 votes),₹200
263,Dr. Prakash S. Jain,BDS,22 Years Experience Overall,Dentist,"Cumballa Hill, Mumbai",99% ,(165 votes),₹600
264,Dr. Ratnika Agarwal,BDS,10 Years Experience Overall,Dentist,"Kharadi, Pune",99% ,(699 votes),₹300
265,Dr. Supreeth Manipal,"BDS, MDS - Orthodontics",24 Years Experience Overall,Dentist,"JP Nagar, Bangalore",98% ,(285 votes),₹350
266,Dr. Jayalakshmi K N,BDS,12 Years Experience Overall,Dentist,"Adyar, Chennai",99% ,(134 votes),₹300
267,Dr. Sandhya Rachuri,BDS,18 Years Experience Overall,Dentist,"JP Nagar, Bangalore",99% ,(238 votes),₹350
268,Dr. Divij Khanna,"BDS, MDS - Periodontology and Oral Implantology",13 Years Experience Overall  (9 years as specialist),Dentist,"Saket, Delhi",98% ,(80 votes),₹500
269,Dr. Srinivas Panchajanya,"BDS, MDS - Conservative Dentistry & Endodontics",19 Years Experience Overall,Dentist,"JP Nagar 1 Phase, Bangalore",99% ,(257 votes),₹400
270,Dr. Aditi Garg,"BDS, MDS - Oral & Maxillofacial Surgery",14 Years Experience Overall  (5 years as specialist),Dentist,"HSR Layout, Bangalore",0,0,₹500
271,Dr. Ritu Mehta,BDS,6 Years Experience Overall,Dentist,"Borivali West, Mumbai",100% ,(17 votes),₹250
272,Dr. Shivani Gupta,BDS,7 Years Experience Overall,Dentist,"Chinchpokli, Mumbai",0,0,₹300
273,Dr. Harshini,"BDS, MDS - Oral Pathology and Oral Microbiology and Forensic Odontology",10 Years Experience Overall  (3 years as specialist),Dentist,"LB Nagar, Hyderabad",97% ,(30 votes),₹200
274,Dr. R Kamala bai,BDS,8 Years Experience Overall,Dentist,"Srinagar Colony, Hyderabad",0,0,₹300
275,Dr. Vinay Ram Krishna,"BDS, MDS - Periodontics",11 Years Experience Overall  (6 years as specialist),Dentist,"Gachibowli, Hyderabad",100% ,(22 votes),₹400
276,Dr. Sandeep Nandakumar,"BDS, MDS - Periodontics",20 Years Experience Overall,Dentist,"Kondapur, Hyderabad",99% ,(206 votes),₹500
277,Dr. Mahantesh,"BDS, MDS - Orthodontics and Dentofacial Orthopaedics",14 Years Experience Overall  (10 years as specialist),Dentist,"Sarjapur Road, Bangalore",99% ,(1347 votes),₹550
278,Dr. Vaishnavi Mhapsekar Trimbake,BDS,6 Years Experience Overall,Dentist,"Kothrud, Pune",100% ,(24 votes),₹200
279,Dr. Manish S. Sonawane,"BDS, MDS - Orthodontics and Dentofacial Orthopaedics",17 Years Experience Overall  (12 years as specialist),Dentist,"Lokhandwala, Mumbai",98% ,(166 votes),₹500
280,Dr. Arvinder Kaur,"BDS, MDS - Conservative Dentistry & Endodontics",12 Years Experience Overall,Dentist,"IP Extension, Delhi",100% ,(164 votes),₹350
281,Dr. Konda Reshma Mallika,"BDS, MDS - Paedodontics And Preventive Dentistry",8 Years Experience Overall,Dentist,"Chanda Nagar, Hyderabad",100% ,(19 votes),₹300
282,Dr. Madivanan Ilangovan,"BDS, MDS - Oral & Maxillofacial Surgery",23 Years Experience Overall,Dentist,"Purasawakkam, Chennai",99% ,(133 votes),₹300
283,Dr. Rajesh R N G,"BDS, MDS - Orthodontics",24 Years Experience Overall  (16 years as specialist),Dentist,"West Of Chord Road, Bangalore",97% ,(523 votes),₹350
284,Dr. G Ramesh,BDS,11 Years Experience Overall,Dentist,"KPHB, Hyderabad",100% ,(21 votes),₹300
285,Dr. Mustafa Ali,"MDS - Periodontics, BDS",6 Years Experience Overall  (4 years as specialist),Dentist,"Madhapur, Hyderabad",0,0,₹500
286,Dr. Malathi,BDS,21 Years Experience Overall,Dentist,"Indiranagar, Bangalore",84% ,(45 votes),₹500
287,Dr. Anurag,"BDS, MDS - Oral Medicine and Radiology",9 Years Experience Overall,Dentist,"Bachupally, Hyderabad",100% ,(20 votes),₹200
288,Dr. Ramandeep Singh Chawla,"BDS, MDS - Oral & Maxillofacial Surgery",12 Years Experience Overall,Dentist,"Janakpuri, Delhi",100% ,(62 votes),₹600
289,Dr. Kanchi Gireesh,"BDS, MDS - Conservative Dentistry & Endodontics",9 Years Experience Overall  (8 years as specialist),Dentist,"Kondapur, Hyderabad",0,0,₹300
290,Dr. Venkatesh,"BDS, MDS - Oral & Maxillofacial Surgery",34 Years Experience Overall,Dentist,"Jubilee Hills, Hyderabad",0,0,₹500
291,Dr. Shraddha Sanjay Bhanushali,BDS,7 Years Experience Overall  (5 years as specialist),Dentist,"Mulund West, Mumbai",99% ,(107 votes),₹500
292,Dr. Ekta,BDS,5 Years Experience Overall,Dentist,"Marathahalli, Bangalore",100% ,(18 votes),₹350
293,Dr. Sujata Kamble,BDS,12 Years Experience Overall,Dentist,"Shivane, Pune",100% ,(18 votes),₹200
294,Dr. Sudharshan Ramachandran,"BDS, MDS - Prosthodontist And Crown Bridge",15 Years Experience Overall,Dentist,"Mylapore, Chennai",98% ,(817 votes),₹300
295,Dr. Khushbu Shah,BDS,11 Years Experience Overall,Dentist,"Whitefield, Bangalore",100% ,(97 votes),₹400
296,Dr. Saurabh Gupta,"BDS, MDS - Prosthodontics",28 Years Experience Overall,Dentist,"South Extension 2, Delhi",97% ,(294 votes),₹700
297,Dr. Neeraj Verma,"BDS, MDS",45 Years Experience Overall,Dentist,"Sarita Vihar, Delhi",0,0,₹1000
298,Dr. Amar Ravjiani,"BDS, MDS - Orthodontics",30 Years Experience Overall  (28 years as specialist),Dentist,"Ghatkopar East, Mumbai",98% ,(440 votes),₹750
299,Dr. Khushee Agrawal,BDS,11 Years Experience Overall,Dentist,"Goregaon East, Mumbai",98% ,(272 votes),₹300
300,Dr. Naman Hiralal Vora,"BDS, MDS - Orthodontics",21 Years Experience Overall  (16 years as specialist),Dentist,"Mulund West, Mumbai",99% ,(500 votes),₹500
301,Dr. Mustafa Ahmed Shareef,BDS,3 Years Experience Overall,Dentist,"Madhapur, Hyderabad",0,0,₹300
302,Dr. Deena Nancy E,"BDS, MDS - Orthodontics and Dentofacial Orthopaedics",10 Years Experience Overall  (3 years as specialist),Dentist,"Adyar, Chennai",0,0,₹500
303,Dr. Ramona S Thakur,"BDS, MDS - Conservative Dentistry & Endodontics",31 Years Experience Overall,Dentist,"Powai, Mumbai",96% ,(239 votes),₹400
304,Dr. Bhaskar Jadhav,BDS,43 Years Experience Overall,Dentist,"Lonavala, Pune",0,0,₹200
305,Dr. Rajesh Rajan,BDS,19 Years Experience Overall,Dentist,"Chembur East, Mumbai",99% ,(231 votes),₹300
306,Dr. Samiksha Acharya,"BDS, MDS - Oral Medicine and Radiology",6 Years Experience Overall  (5 years as specialist),Dentist,"Goregaon West, Mumbai",100% ,(74 votes),₹300
307,Dr. Aman Sachdev,"BDS, MDS - Orthodontics",11 Years Experience Overall,Dentist,"Paschim Vihar, Delhi",100% ,(15 votes),₹500
308,Dr. Santosh Martande,"MDS - Periodontology and Oral Implantology, BDS",13 Years Experience Overall  (8 years as specialist),Dentist,"Pimple Nilakh, Pune",100% ,(16 votes),₹300
309,Dr. N. Venkatesan,"BDS, MDS - Prosthodontics, DICOI",23 Years Experience Overall,Dentist,"West Mambalam, Chennai",100% ,(429 votes),₹300
310,Dr. V Suresh,"BDS, MDS - Oral & Maxillofacial Surgery",11 Years Experience Overall,Dentist,"Vadapalani, Chennai",0,0,₹800
311,Dr. Sanhita Shelar,BDS,7 Years Experience Overall,Dentist,"Borivali West, Mumbai",100% ,(51 votes),₹300
312,Dr. Ferah Khanna,"BDS, MDS - Paedodontics And Preventive Dentistry",12 Years Experience Overall  (8 years as specialist),Dentist,"Ramesh Nagar, Delhi",100% ,(38 votes),₹500
313,Dr. Reena John,BDS,28 Years Experience Overall  (27 years as specialist),Dentist,"Indiranagar, Bangalore",99% ,(217 votes),₹500
314,Dr. Shreya Krishna,"BDS, MDS - Oral & Maxillofacial Surgery",11 Years Experience Overall  (6 years as specialist),Dentist,"Greater Kailash Part 1, Delhi",0,0,₹800
315,Dr. Sagar D. Barkade,BDS,16 Years Experience Overall,Dentist,"Chembur, Mumbai",99% ,(237 votes),₹700
316,Dr. Vaibhav Nagaraj,"BDS, MDS - Oral & Maxillofacial Surgery",12 Years Experience Overall,Dentist,"Sahakaranagar, Bangalore",0,0,₹300
317,Dr. P Srinivas Chary,BDS,16 Years Experience Overall,Dentist,"Kondapur, Hyderabad",100% ,(18 votes),₹300
318,Dr. Sarvesh R Jaiswal,BDS,14 Years Experience Overall,Dentist,"Baner, Pune",98% ,(351 votes),₹300
319,Dr. Yalamanchili Priyanka,"BDS, MDS - Conservative Dentistry & Endodontics",10 Years Experience Overall,Dentist,"KPHB, Hyderabad",0,0,₹300
320,Dr. A. Chakravarthy,"BDS, MDS - Conservative Dentistry & Endodontics",12 Years Experience Overall,Dentist,"Saligramam, Chennai",99% ,(197 votes),₹300
321,Dr. Amit Ladkat,BDS,16 Years Experience Overall  (15 years as specialist),Dentist,"Hadapsar, Pune",98% ,(1423 votes),₹300
322,Dr. Kaushik Gandhi,"BDS, FICOI",40 Years Experience Overall  (39 years as specialist),Dentist,"Sion West, Mumbai",100% ,(140 votes),₹800
323,Dr. Kinjal Gathani Kotadia,"MDS - Conservative Dentistry , BDS",11 Years Experience Overall,Dentist,"Bibvewadi, Pune",100% ,(41 votes),₹200
324,Dr. Mohan Raju P,"MDS - Oral Medicine and Radiology, BDS",10 Years Experience Overall  (6 years as specialist),Dentist,"Malkajgiri, Hyderabad",0,0,₹200
325,Dr. Krupa Doshi,"BDS, MDS - Paedodontics And Preventive Dentistry",10 Years Experience Overall  (9 years as specialist),Dentist,"Vileparle East, Mumbai",100% ,(21 votes),₹500
326,Dr. Adarsh MS,"MDS - Conservative Dentistry & Endodontics, BDS",20 Years Experience Overall,Dentist,"Chamarajpet, Bangalore",99% ,(85 votes),₹300
327,Dr. Chandrashekhar Reddy,BDS,23 Years Experience Overall,Dentist,"Chanda Nagar, Hyderabad",97% ,(39 votes),₹300
328,Dr. Swathi Pissay Martande,"BDS, MDS - Orthodontics and Dentofacial Orthopaedics",10 Years Experience Overall,Dentist,"Pimple Nilakh, Pune",0,0,₹300
329,Dr. Gopi Krishna,"BDS, MDS - Prosthodontist And Crown Bridge",22 Years Experience Overall,Dentist,"Balanagar, Hyderabad",96% ,(323 votes),₹300
330,Dr. Deepesh Singh,"BDS, MDS - Paedodontics And Preventive Dentistry",19 Years Experience Overall,Dentist,"Kondapur, Hyderabad",99% ,(156 votes),₹500
